MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
XXX,XXX,0.151000,Active Import Interval (kW),18-03-2023 04:30
XXX,XXX,1.330000,Active Import Interval (kW),18-03-2023 04:00
XXX,XXX,0.213000,Active Import Interval (kW),18-03-2023 03:30
XXX,XXX,0.236000,Active Import Interval (kW),18-03-2023 03:00
XXX,XXX,0.173000,Active Import Interval (kW),18-03-2023 02:30
XXX,XXX,0.963000,Active Import Interval (kW),18-03-2023 02:00
XXX,XXX,0.426000,Active Import Interval (kW),18-03-2023 01:30
XXX,XXX,0.468000,Active Import Interval (kW),18-03-2023 01:00
XXX,XXX,0.424000,Active Import Interval (kW),18-03-2023 00:30
XXX,XXX,0.510000,Active Import Interval (kW),18-03-2023 00:00
XXX,XXX,0.692000,Active Import Interval (kW),17-03-2023 23:30
XXX,XXX,0.546000,Active Import Interval (kW),17-03-2023 23:00
XXX,XXX,0.627000,Active Import Interval (kW),17-03-2023 22:30
XXX,XXX,0.551000,Active Import Interval (kW),17-03-2023 22:00
XXX,XXX,0.590000,Active Import Interval (kW),17-03-2023 21:30
XXX,XXX,0.618000,Active Import Interval (kW),17-03-2023 21:00
XXX,XXX,0.579000,Active Import Interval (kW),17-03-2023 20:30
XXX,XXX,0.579000,Active Import Interval (kW),17-03-2023 20:00
XXX,XXX,0.963000,Active Import Interval (kW),17-03-2023 19:30
XXX,XXX,1.147000,Active Import Interval (kW),17-03-2023 19:00
XXX,XXX,0.523000,Active Import Interval (kW),17-03-2023 18:30
XXX,XXX,0.909000,Active Import Interval (kW),17-03-2023 18:00
XXX,XXX,0.514000,Active Import Interval (kW),17-03-2023 17:30
XXX,XXX,0.474000,Active Import Interval (kW),17-03-2023 17:00
XXX,XXX,0.509000,Active Import Interval (kW),17-03-2023 16:30
XXX,XXX,0.709000,Active Import Interval (kW),17-03-2023 16:00
XXX,XXX,0.585000,Active Import Interval (kW),17-03-2023 15:30
XXX,XXX,0.370000,Active Import Interval (kW),17-03-2023 15:00
XXX,XXX,0.342000,Active Import Interval (kW),17-03-2023 14:30
XXX,XXX,0.353000,Active Import Interval (kW),17-03-2023 14:00
XXX,XXX,0.358000,Active Import Interval (kW),17-03-2023 13:30
XXX,XXX,0.342000,Active Import Interval (kW),17-03-2023 13:00
XXX,XXX,0.406000,Active Import Interval (kW),17-03-2023 12:30
XXX,XXX,0.451000,Active Import Interval (kW),17-03-2023 12:00
XXX,XXX,0.549000,Active Import Interval (kW),17-03-2023 11:30
XXX,XXX,0.328000,Active Import Interval (kW),17-03-2023 11:00
XXX,XXX,0.428000,Active Import Interval (kW),17-03-2023 10:30
XXX,XXX,0.317000,Active Import Interval (kW),17-03-2023 10:00
XXX,XXX,0.529000,Active Import Interval (kW),17-03-2023 09:30
XXX,XXX,0.398000,Active Import Interval (kW),17-03-2023 09:00
XXX,XXX,0.504000,Active Import Interval (kW),17-03-2023 08:30
XXX,XXX,0.184000,Active Import Interval (kW),17-03-2023 08:00
XXX,XXX,0.201000,Active Import Interval (kW),17-03-2023 07:30
XXX,XXX,0.172000,Active Import Interval (kW),17-03-2023 07:00
XXX,XXX,0.170000,Active Import Interval (kW),17-03-2023 06:30
XXX,XXX,0.171000,Active Import Interval (kW),17-03-2023 06:00
XXX,XXX,0.177000,Active Import Interval (kW),17-03-2023 05:30
XXX,XXX,0.165000,Active Import Interval (kW),17-03-2023 05:00
XXX,XXX,1.424000,Active Import Interval (kW),17-03-2023 04:30
XXX,XXX,0.206000,Active Import Interval (kW),17-03-2023 04:00
XXX,XXX,0.217000,Active Import Interval (kW),17-03-2023 03:30
XXX,XXX,0.235000,Active Import Interval (kW),17-03-2023 03:00
XXX,XXX,0.957000,Active Import Interval (kW),17-03-2023 02:30
XXX,XXX,0.221000,Active Import Interval (kW),17-03-2023 02:00
XXX,XXX,0.289000,Active Import Interval (kW),17-03-2023 01:30
XXX,XXX,0.430000,Active Import Interval (kW),17-03-2023 01:00
XXX,XXX,0.611000,Active Import Interval (kW),17-03-2023 00:30
XXX,XXX,0.611000,Active Import Interval (kW),17-03-2023 00:00
XXX,XXX,0.962000,Active Import Interval (kW),16-03-2023 23:30
XXX,XXX,0.590000,Active Import Interval (kW),16-03-2023 23:00
XXX,XXX,0.747000,Active Import Interval (kW),16-03-2023 22:30
XXX,XXX,0.588000,Active Import Interval (kW),16-03-2023 22:00
XXX,XXX,0.759000,Active Import Interval (kW),16-03-2023 21:30
XXX,XXX,2.364000,Active Import Interval (kW),16-03-2023 21:00
XXX,XXX,0.891000,Active Import Interval (kW),16-03-2023 20:30
XXX,XXX,0.654000,Active Import Interval (kW),16-03-2023 20:00
XXX,XXX,0.706000,Active Import Interval (kW),16-03-2023 19:30
XXX,XXX,0.676000,Active Import Interval (kW),16-03-2023 19:00
XXX,XXX,0.682000,Active Import Interval (kW),16-03-2023 18:30
XXX,XXX,0.632000,Active Import Interval (kW),16-03-2023 18:00
XXX,XXX,0.602000,Active Import Interval (kW),16-03-2023 17:30
XXX,XXX,1.418000,Active Import Interval (kW),16-03-2023 17:00
XXX,XXX,1.638000,Active Import Interval (kW),16-03-2023 16:30
XXX,XXX,1.452000,Active Import Interval (kW),16-03-2023 16:00
XXX,XXX,0.282000,Active Import Interval (kW),16-03-2023 15:30
XXX,XXX,0.291000,Active Import Interval (kW),16-03-2023 15:00
XXX,XXX,0.251000,Active Import Interval (kW),16-03-2023 14:30
XXX,XXX,0.263000,Active Import Interval (kW),16-03-2023 14:00
XXX,XXX,0.530000,Active Import Interval (kW),16-03-2023 13:30
XXX,XXX,0.761000,Active Import Interval (kW),16-03-2023 13:00
XXX,XXX,0.704000,Active Import Interval (kW),16-03-2023 12:30
XXX,XXX,0.364000,Active Import Interval (kW),16-03-2023 12:00
XXX,XXX,0.336000,Active Import Interval (kW),16-03-2023 11:30
XXX,XXX,0.371000,Active Import Interval (kW),16-03-2023 11:00
XXX,XXX,0.421000,Active Import Interval (kW),16-03-2023 10:30
XXX,XXX,0.329000,Active Import Interval (kW),16-03-2023 10:00
XXX,XXX,0.386000,Active Import Interval (kW),16-03-2023 09:30
XXX,XXX,0.296000,Active Import Interval (kW),16-03-2023 09:00
XXX,XXX,0.320000,Active Import Interval (kW),16-03-2023 08:30
XXX,XXX,0.756000,Active Import Interval (kW),16-03-2023 08:00
XXX,XXX,0.530000,Active Import Interval (kW),16-03-2023 07:30
XXX,XXX,0.199000,Active Import Interval (kW),16-03-2023 07:00
XXX,XXX,0.195000,Active Import Interval (kW),16-03-2023 06:30
XXX,XXX,0.212000,Active Import Interval (kW),16-03-2023 06:00
XXX,XXX,0.176000,Active Import Interval (kW),16-03-2023 05:30
XXX,XXX,0.210000,Active Import Interval (kW),16-03-2023 05:00
XXX,XXX,1.298000,Active Import Interval (kW),16-03-2023 04:30
XXX,XXX,0.192000,Active Import Interval (kW),16-03-2023 04:00
XXX,XXX,0.274000,Active Import Interval (kW),16-03-2023 03:30
XXX,XXX,0.225000,Active Import Interval (kW),16-03-2023 03:00
XXX,XXX,0.913000,Active Import Interval (kW),16-03-2023 02:30
XXX,XXX,0.236000,Active Import Interval (kW),16-03-2023 02:00
XXX,XXX,0.278000,Active Import Interval (kW),16-03-2023 01:30
XXX,XXX,0.354000,Active Import Interval (kW),16-03-2023 01:00
XXX,XXX,0.337000,Active Import Interval (kW),16-03-2023 00:30
XXX,XXX,0.430000,Active Import Interval (kW),16-03-2023 00:00
XXX,XXX,0.601000,Active Import Interval (kW),15-03-2023 23:30
XXX,XXX,0.634000,Active Import Interval (kW),15-03-2023 23:00
XXX,XXX,0.903000,Active Import Interval (kW),15-03-2023 22:30
XXX,XXX,0.687000,Active Import Interval (kW),15-03-2023 22:00
XXX,XXX,0.684000,Active Import Interval (kW),15-03-2023 21:30
XXX,XXX,0.825000,Active Import Interval (kW),15-03-2023 21:00
XXX,XXX,0.611000,Active Import Interval (kW),15-03-2023 20:30
XXX,XXX,0.595000,Active Import Interval (kW),15-03-2023 20:00
XXX,XXX,0.616000,Active Import Interval (kW),15-03-2023 19:30
XXX,XXX,0.843000,Active Import Interval (kW),15-03-2023 19:00
XXX,XXX,0.505000,Active Import Interval (kW),15-03-2023 18:30
XXX,XXX,1.026000,Active Import Interval (kW),15-03-2023 18:00
XXX,XXX,0.715000,Active Import Interval (kW),15-03-2023 17:30
XXX,XXX,0.451000,Active Import Interval (kW),15-03-2023 17:00
XXX,XXX,0.389000,Active Import Interval (kW),15-03-2023 16:30
XXX,XXX,0.640000,Active Import Interval (kW),15-03-2023 16:00
XXX,XXX,0.774000,Active Import Interval (kW),15-03-2023 15:30
XXX,XXX,0.770000,Active Import Interval (kW),15-03-2023 15:00
XXX,XXX,0.277000,Active Import Interval (kW),15-03-2023 14:30
XXX,XXX,0.268000,Active Import Interval (kW),15-03-2023 14:00
XXX,XXX,0.408000,Active Import Interval (kW),15-03-2023 13:30
XXX,XXX,0.665000,Active Import Interval (kW),15-03-2023 13:00
XXX,XXX,0.303000,Active Import Interval (kW),15-03-2023 12:30
XXX,XXX,1.035000,Active Import Interval (kW),15-03-2023 12:00
XXX,XXX,0.991000,Active Import Interval (kW),15-03-2023 11:30
XXX,XXX,0.830000,Active Import Interval (kW),15-03-2023 11:00
XXX,XXX,1.442000,Active Import Interval (kW),15-03-2023 10:30
XXX,XXX,0.361000,Active Import Interval (kW),15-03-2023 10:00
XXX,XXX,0.403000,Active Import Interval (kW),15-03-2023 09:30
XXX,XXX,0.471000,Active Import Interval (kW),15-03-2023 09:00
XXX,XXX,0.924000,Active Import Interval (kW),15-03-2023 08:30
XXX,XXX,0.653000,Active Import Interval (kW),15-03-2023 08:00
XXX,XXX,0.697000,Active Import Interval (kW),15-03-2023 07:30
XXX,XXX,0.191000,Active Import Interval (kW),15-03-2023 07:00
XXX,XXX,0.284000,Active Import Interval (kW),15-03-2023 06:30
XXX,XXX,0.193000,Active Import Interval (kW),15-03-2023 06:00
XXX,XXX,0.206000,Active Import Interval (kW),15-03-2023 05:30
XXX,XXX,0.237000,Active Import Interval (kW),15-03-2023 05:00
XXX,XXX,0.307000,Active Import Interval (kW),15-03-2023 04:30
XXX,XXX,0.252000,Active Import Interval (kW),15-03-2023 04:00
XXX,XXX,0.225000,Active Import Interval (kW),15-03-2023 03:30
XXX,XXX,0.164000,Active Import Interval (kW),15-03-2023 03:00
XXX,XXX,0.218000,Active Import Interval (kW),15-03-2023 02:30
XXX,XXX,0.248000,Active Import Interval (kW),15-03-2023 02:00
XXX,XXX,0.240000,Active Import Interval (kW),15-03-2023 01:30
XXX,XXX,0.272000,Active Import Interval (kW),15-03-2023 01:00
XXX,XXX,0.281000,Active Import Interval (kW),15-03-2023 00:30
XXX,XXX,0.417000,Active Import Interval (kW),15-03-2023 00:00
XXX,XXX,0.470000,Active Import Interval (kW),14-03-2023 23:30
XXX,XXX,0.496000,Active Import Interval (kW),14-03-2023 23:00
XXX,XXX,0.598000,Active Import Interval (kW),14-03-2023 22:30
XXX,XXX,0.611000,Active Import Interval (kW),14-03-2023 22:00
XXX,XXX,0.589000,Active Import Interval (kW),14-03-2023 21:30
XXX,XXX,0.513000,Active Import Interval (kW),14-03-2023 21:00
XXX,XXX,0.628000,Active Import Interval (kW),14-03-2023 20:30
XXX,XXX,0.668000,Active Import Interval (kW),14-03-2023 20:00
XXX,XXX,0.628000,Active Import Interval (kW),14-03-2023 19:30
XXX,XXX,0.528000,Active Import Interval (kW),14-03-2023 19:00
XXX,XXX,0.592000,Active Import Interval (kW),14-03-2023 18:30
XXX,XXX,0.465000,Active Import Interval (kW),14-03-2023 18:00
XXX,XXX,0.761000,Active Import Interval (kW),14-03-2023 17:30
XXX,XXX,1.062000,Active Import Interval (kW),14-03-2023 17:00
XXX,XXX,1.280000,Active Import Interval (kW),14-03-2023 16:30
XXX,XXX,0.354000,Active Import Interval (kW),14-03-2023 16:00
XXX,XXX,0.450000,Active Import Interval (kW),14-03-2023 15:30
XXX,XXX,0.327000,Active Import Interval (kW),14-03-2023 15:00
XXX,XXX,0.487000,Active Import Interval (kW),14-03-2023 14:30
XXX,XXX,0.298000,Active Import Interval (kW),14-03-2023 14:00
XXX,XXX,0.202000,Active Import Interval (kW),14-03-2023 13:30
XXX,XXX,0.552000,Active Import Interval (kW),14-03-2023 13:00
XXX,XXX,0.299000,Active Import Interval (kW),14-03-2023 12:30
XXX,XXX,0.285000,Active Import Interval (kW),14-03-2023 12:00
XXX,XXX,0.277000,Active Import Interval (kW),14-03-2023 11:30
XXX,XXX,0.269000,Active Import Interval (kW),14-03-2023 11:00
XXX,XXX,0.485000,Active Import Interval (kW),14-03-2023 10:30
XXX,XXX,0.370000,Active Import Interval (kW),14-03-2023 10:00
XXX,XXX,2.184000,Active Import Interval (kW),14-03-2023 09:30
XXX,XXX,0.518000,Active Import Interval (kW),14-03-2023 09:00
XXX,XXX,0.386000,Active Import Interval (kW),14-03-2023 08:30
XXX,XXX,2.122000,Active Import Interval (kW),14-03-2023 08:00
XXX,XXX,0.779000,Active Import Interval (kW),14-03-2023 07:30
XXX,XXX,0.311000,Active Import Interval (kW),14-03-2023 07:00
XXX,XXX,0.171000,Active Import Interval (kW),14-03-2023 06:30
XXX,XXX,0.166000,Active Import Interval (kW),14-03-2023 06:00
XXX,XXX,0.175000,Active Import Interval (kW),14-03-2023 05:30
XXX,XXX,0.129000,Active Import Interval (kW),14-03-2023 05:00
XXX,XXX,0.493000,Active Import Interval (kW),14-03-2023 04:30
XXX,XXX,1.086000,Active Import Interval (kW),14-03-2023 04:00
XXX,XXX,0.185000,Active Import Interval (kW),14-03-2023 03:30
XXX,XXX,0.208000,Active Import Interval (kW),14-03-2023 03:00
XXX,XXX,0.554000,Active Import Interval (kW),14-03-2023 02:30
XXX,XXX,0.629000,Active Import Interval (kW),14-03-2023 02:00
XXX,XXX,0.153000,Active Import Interval (kW),14-03-2023 01:30
XXX,XXX,0.180000,Active Import Interval (kW),14-03-2023 01:00
XXX,XXX,0.287000,Active Import Interval (kW),14-03-2023 00:30
XXX,XXX,0.428000,Active Import Interval (kW),14-03-2023 00:00
XXX,XXX,0.384000,Active Import Interval (kW),13-03-2023 23:30
XXX,XXX,0.494000,Active Import Interval (kW),13-03-2023 23:00
XXX,XXX,0.667000,Active Import Interval (kW),13-03-2023 22:30
XXX,XXX,0.468000,Active Import Interval (kW),13-03-2023 22:00
XXX,XXX,0.432000,Active Import Interval (kW),13-03-2023 21:30
XXX,XXX,0.536000,Active Import Interval (kW),13-03-2023 21:00
XXX,XXX,0.571000,Active Import Interval (kW),13-03-2023 20:30
XXX,XXX,0.745000,Active Import Interval (kW),13-03-2023 20:00
XXX,XXX,0.493000,Active Import Interval (kW),13-03-2023 19:30
XXX,XXX,0.538000,Active Import Interval (kW),13-03-2023 19:00
XXX,XXX,2.005000,Active Import Interval (kW),13-03-2023 18:30
XXX,XXX,1.476000,Active Import Interval (kW),13-03-2023 18:00
XXX,XXX,0.453000,Active Import Interval (kW),13-03-2023 17:30
XXX,XXX,0.410000,Active Import Interval (kW),13-03-2023 17:00
XXX,XXX,0.409000,Active Import Interval (kW),13-03-2023 16:30
XXX,XXX,0.447000,Active Import Interval (kW),13-03-2023 16:00
XXX,XXX,0.660000,Active Import Interval (kW),13-03-2023 15:30
XXX,XXX,0.309000,Active Import Interval (kW),13-03-2023 15:00
XXX,XXX,0.352000,Active Import Interval (kW),13-03-2023 14:30
XXX,XXX,0.494000,Active Import Interval (kW),13-03-2023 14:00
XXX,XXX,0.342000,Active Import Interval (kW),13-03-2023 13:30
XXX,XXX,0.383000,Active Import Interval (kW),13-03-2023 13:00
XXX,XXX,0.542000,Active Import Interval (kW),13-03-2023 12:30
XXX,XXX,0.844000,Active Import Interval (kW),13-03-2023 12:00
XXX,XXX,0.349000,Active Import Interval (kW),13-03-2023 11:30
XXX,XXX,0.350000,Active Import Interval (kW),13-03-2023 11:00
XXX,XXX,0.471000,Active Import Interval (kW),13-03-2023 10:30
XXX,XXX,0.251000,Active Import Interval (kW),13-03-2023 10:00
XXX,XXX,0.309000,Active Import Interval (kW),13-03-2023 09:30
XXX,XXX,0.350000,Active Import Interval (kW),13-03-2023 09:00
XXX,XXX,0.227000,Active Import Interval (kW),13-03-2023 08:30
XXX,XXX,0.593000,Active Import Interval (kW),13-03-2023 08:00
XXX,XXX,0.633000,Active Import Interval (kW),13-03-2023 07:30
XXX,XXX,0.196000,Active Import Interval (kW),13-03-2023 07:00
XXX,XXX,0.227000,Active Import Interval (kW),13-03-2023 06:30
XXX,XXX,0.184000,Active Import Interval (kW),13-03-2023 06:00
XXX,XXX,0.172000,Active Import Interval (kW),13-03-2023 05:30
XXX,XXX,0.222000,Active Import Interval (kW),13-03-2023 05:00
XXX,XXX,0.166000,Active Import Interval (kW),13-03-2023 04:30
XXX,XXX,1.323000,Active Import Interval (kW),13-03-2023 04:00
XXX,XXX,0.294000,Active Import Interval (kW),13-03-2023 03:30
XXX,XXX,0.190000,Active Import Interval (kW),13-03-2023 03:00
XXX,XXX,0.273000,Active Import Interval (kW),13-03-2023 02:30
XXX,XXX,0.962000,Active Import Interval (kW),13-03-2023 02:00
XXX,XXX,0.203000,Active Import Interval (kW),13-03-2023 01:30
XXX,XXX,0.251000,Active Import Interval (kW),13-03-2023 01:00
XXX,XXX,0.218000,Active Import Interval (kW),13-03-2023 00:30
XXX,XXX,0.409000,Active Import Interval (kW),13-03-2023 00:00
XXX,XXX,0.473000,Active Import Interval (kW),12-03-2023 23:30
XXX,XXX,0.480000,Active Import Interval (kW),12-03-2023 23:00
XXX,XXX,0.864000,Active Import Interval (kW),12-03-2023 22:30
XXX,XXX,0.489000,Active Import Interval (kW),12-03-2023 22:00
XXX,XXX,0.767000,Active Import Interval (kW),12-03-2023 21:30
XXX,XXX,0.570000,Active Import Interval (kW),12-03-2023 21:00
XXX,XXX,0.695000,Active Import Interval (kW),12-03-2023 20:30
XXX,XXX,0.572000,Active Import Interval (kW),12-03-2023 20:00
XXX,XXX,0.544000,Active Import Interval (kW),12-03-2023 19:30
XXX,XXX,0.473000,Active Import Interval (kW),12-03-2023 19:00
XXX,XXX,0.873000,Active Import Interval (kW),12-03-2023 18:30
XXX,XXX,1.049000,Active Import Interval (kW),12-03-2023 18:00
XXX,XXX,0.567000,Active Import Interval (kW),12-03-2023 17:30
XXX,XXX,1.639000,Active Import Interval (kW),12-03-2023 17:00
XXX,XXX,1.207000,Active Import Interval (kW),12-03-2023 16:30
XXX,XXX,0.537000,Active Import Interval (kW),12-03-2023 16:00
XXX,XXX,0.456000,Active Import Interval (kW),12-03-2023 15:30
XXX,XXX,0.531000,Active Import Interval (kW),12-03-2023 15:00
XXX,XXX,0.657000,Active Import Interval (kW),12-03-2023 14:30
XXX,XXX,0.713000,Active Import Interval (kW),12-03-2023 14:00
XXX,XXX,1.661000,Active Import Interval (kW),12-03-2023 13:30
XXX,XXX,1.955000,Active Import Interval (kW),12-03-2023 13:00
XXX,XXX,0.992000,Active Import Interval (kW),12-03-2023 12:30
XXX,XXX,1.923000,Active Import Interval (kW),12-03-2023 12:00
XXX,XXX,0.523000,Active Import Interval (kW),12-03-2023 11:30
XXX,XXX,0.684000,Active Import Interval (kW),12-03-2023 11:00
XXX,XXX,0.640000,Active Import Interval (kW),12-03-2023 10:30
XXX,XXX,0.657000,Active Import Interval (kW),12-03-2023 10:00
XXX,XXX,1.881000,Active Import Interval (kW),12-03-2023 09:30
XXX,XXX,0.886000,Active Import Interval (kW),12-03-2023 09:00
XXX,XXX,0.345000,Active Import Interval (kW),12-03-2023 08:30
XXX,XXX,0.379000,Active Import Interval (kW),12-03-2023 08:00
XXX,XXX,0.230000,Active Import Interval (kW),12-03-2023 07:30
XXX,XXX,0.223000,Active Import Interval (kW),12-03-2023 07:00
XXX,XXX,0.222000,Active Import Interval (kW),12-03-2023 06:30
XXX,XXX,0.121000,Active Import Interval (kW),12-03-2023 06:00
XXX,XXX,0.211000,Active Import Interval (kW),12-03-2023 05:30
XXX,XXX,0.204000,Active Import Interval (kW),12-03-2023 05:00
XXX,XXX,1.202000,Active Import Interval (kW),12-03-2023 04:30
XXX,XXX,0.525000,Active Import Interval (kW),12-03-2023 04:00
XXX,XXX,0.237000,Active Import Interval (kW),12-03-2023 03:30
XXX,XXX,0.242000,Active Import Interval (kW),12-03-2023 03:00
XXX,XXX,0.945000,Active Import Interval (kW),12-03-2023 02:30
XXX,XXX,0.402000,Active Import Interval (kW),12-03-2023 02:00
XXX,XXX,0.409000,Active Import Interval (kW),12-03-2023 01:30
XXX,XXX,0.674000,Active Import Interval (kW),12-03-2023 01:00
XXX,XXX,0.417000,Active Import Interval (kW),12-03-2023 00:30
XXX,XXX,0.825000,Active Import Interval (kW),12-03-2023 00:00
XXX,XXX,0.675000,Active Import Interval (kW),11-03-2023 23:30
XXX,XXX,0.748000,Active Import Interval (kW),11-03-2023 23:00
XXX,XXX,0.749000,Active Import Interval (kW),11-03-2023 22:30
XXX,XXX,0.643000,Active Import Interval (kW),11-03-2023 22:00
XXX,XXX,0.736000,Active Import Interval (kW),11-03-2023 21:30
XXX,XXX,0.776000,Active Import Interval (kW),11-03-2023 21:00
XXX,XXX,0.739000,Active Import Interval (kW),11-03-2023 20:30
XXX,XXX,0.686000,Active Import Interval (kW),11-03-2023 20:00
XXX,XXX,1.115000,Active Import Interval (kW),11-03-2023 19:30
XXX,XXX,0.850000,Active Import Interval (kW),11-03-2023 19:00
XXX,XXX,1.191000,Active Import Interval (kW),11-03-2023 18:30
XXX,XXX,2.465000,Active Import Interval (kW),11-03-2023 18:00
XXX,XXX,0.924000,Active Import Interval (kW),11-03-2023 17:30
XXX,XXX,0.731000,Active Import Interval (kW),11-03-2023 17:00
XXX,XXX,0.760000,Active Import Interval (kW),11-03-2023 16:30
XXX,XXX,0.869000,Active Import Interval (kW),11-03-2023 16:00
XXX,XXX,1.406000,Active Import Interval (kW),11-03-2023 15:30
XXX,XXX,1.402000,Active Import Interval (kW),11-03-2023 15:00
XXX,XXX,1.392000,Active Import Interval (kW),11-03-2023 14:30
XXX,XXX,2.003000,Active Import Interval (kW),11-03-2023 14:00
XXX,XXX,1.393000,Active Import Interval (kW),11-03-2023 13:30
XXX,XXX,2.444000,Active Import Interval (kW),11-03-2023 13:00
XXX,XXX,0.828000,Active Import Interval (kW),11-03-2023 12:30
XXX,XXX,0.598000,Active Import Interval (kW),11-03-2023 12:00
XXX,XXX,0.662000,Active Import Interval (kW),11-03-2023 11:30
XXX,XXX,1.089000,Active Import Interval (kW),11-03-2023 11:00
XXX,XXX,0.366000,Active Import Interval (kW),11-03-2023 10:30
XXX,XXX,0.424000,Active Import Interval (kW),11-03-2023 10:00
XXX,XXX,1.851000,Active Import Interval (kW),11-03-2023 09:30
XXX,XXX,0.659000,Active Import Interval (kW),11-03-2023 09:00
XXX,XXX,0.178000,Active Import Interval (kW),11-03-2023 08:30
XXX,XXX,0.178000,Active Import Interval (kW),11-03-2023 08:00
XXX,XXX,0.223000,Active Import Interval (kW),11-03-2023 07:30
XXX,XXX,0.194000,Active Import Interval (kW),11-03-2023 07:00
XXX,XXX,0.211000,Active Import Interval (kW),11-03-2023 06:30
XXX,XXX,0.123000,Active Import Interval (kW),11-03-2023 06:00
XXX,XXX,0.163000,Active Import Interval (kW),11-03-2023 05:30
XXX,XXX,0.162000,Active Import Interval (kW),11-03-2023 05:00
XXX,XXX,0.494000,Active Import Interval (kW),11-03-2023 04:30
XXX,XXX,0.970000,Active Import Interval (kW),11-03-2023 04:00
XXX,XXX,0.216000,Active Import Interval (kW),11-03-2023 03:30
XXX,XXX,0.203000,Active Import Interval (kW),11-03-2023 03:00
XXX,XXX,0.684000,Active Import Interval (kW),11-03-2023 02:30
XXX,XXX,0.555000,Active Import Interval (kW),11-03-2023 02:00
XXX,XXX,0.477000,Active Import Interval (kW),11-03-2023 01:30
XXX,XXX,0.515000,Active Import Interval (kW),11-03-2023 01:00
XXX,XXX,0.515000,Active Import Interval (kW),11-03-2023 00:30
XXX,XXX,0.679000,Active Import Interval (kW),11-03-2023 00:00
XXX,XXX,0.735000,Active Import Interval (kW),10-03-2023 23:30
XXX,XXX,0.594000,Active Import Interval (kW),10-03-2023 23:00
XXX,XXX,0.573000,Active Import Interval (kW),10-03-2023 22:30
XXX,XXX,0.568000,Active Import Interval (kW),10-03-2023 22:00
XXX,XXX,0.786000,Active Import Interval (kW),10-03-2023 21:30
XXX,XXX,0.671000,Active Import Interval (kW),10-03-2023 21:00
XXX,XXX,0.746000,Active Import Interval (kW),10-03-2023 20:30
XXX,XXX,0.733000,Active Import Interval (kW),10-03-2023 20:00
XXX,XXX,0.579000,Active Import Interval (kW),10-03-2023 19:30
XXX,XXX,1.164000,Active Import Interval (kW),10-03-2023 19:00
XXX,XXX,1.332000,Active Import Interval (kW),10-03-2023 18:30
XXX,XXX,0.523000,Active Import Interval (kW),10-03-2023 18:00
XXX,XXX,0.187000,Active Import Interval (kW),10-03-2023 17:30
XXX,XXX,0.317000,Active Import Interval (kW),10-03-2023 17:00
XXX,XXX,0.330000,Active Import Interval (kW),10-03-2023 16:30
XXX,XXX,0.540000,Active Import Interval (kW),10-03-2023 16:00
XXX,XXX,0.593000,Active Import Interval (kW),10-03-2023 15:30
XXX,XXX,0.741000,Active Import Interval (kW),10-03-2023 15:00
XXX,XXX,1.059000,Active Import Interval (kW),10-03-2023 14:30
XXX,XXX,0.843000,Active Import Interval (kW),10-03-2023 14:00
XXX,XXX,0.924000,Active Import Interval (kW),10-03-2023 13:30
XXX,XXX,1.085000,Active Import Interval (kW),10-03-2023 13:00
XXX,XXX,1.967000,Active Import Interval (kW),10-03-2023 12:30
XXX,XXX,2.401000,Active Import Interval (kW),10-03-2023 12:00
XXX,XXX,1.369000,Active Import Interval (kW),10-03-2023 11:30
XXX,XXX,2.356000,Active Import Interval (kW),10-03-2023 11:00
XXX,XXX,0.922000,Active Import Interval (kW),10-03-2023 10:30
XXX,XXX,0.935000,Active Import Interval (kW),10-03-2023 10:00
XXX,XXX,2.530000,Active Import Interval (kW),10-03-2023 09:30
XXX,XXX,0.444000,Active Import Interval (kW),10-03-2023 09:00
XXX,XXX,1.518000,Active Import Interval (kW),10-03-2023 08:30
XXX,XXX,1.314000,Active Import Interval (kW),10-03-2023 08:00
XXX,XXX,0.695000,Active Import Interval (kW),10-03-2023 07:30
XXX,XXX,0.188000,Active Import Interval (kW),10-03-2023 07:00
XXX,XXX,0.200000,Active Import Interval (kW),10-03-2023 06:30
XXX,XXX,0.156000,Active Import Interval (kW),10-03-2023 06:00
XXX,XXX,0.149000,Active Import Interval (kW),10-03-2023 05:30
XXX,XXX,0.165000,Active Import Interval (kW),10-03-2023 05:00
XXX,XXX,0.933000,Active Import Interval (kW),10-03-2023 04:30
XXX,XXX,0.596000,Active Import Interval (kW),10-03-2023 04:00
XXX,XXX,0.208000,Active Import Interval (kW),10-03-2023 03:30
XXX,XXX,0.235000,Active Import Interval (kW),10-03-2023 03:00
XXX,XXX,0.941000,Active Import Interval (kW),10-03-2023 02:30
XXX,XXX,0.190000,Active Import Interval (kW),10-03-2023 02:00
XXX,XXX,0.167000,Active Import Interval (kW),10-03-2023 01:30
XXX,XXX,0.217000,Active Import Interval (kW),10-03-2023 01:00
XXX,XXX,0.256000,Active Import Interval (kW),10-03-2023 00:30
XXX,XXX,0.326000,Active Import Interval (kW),10-03-2023 00:00
XXX,XXX,0.350000,Active Import Interval (kW),09-03-2023 23:30
XXX,XXX,0.492000,Active Import Interval (kW),09-03-2023 23:00
XXX,XXX,0.950000,Active Import Interval (kW),09-03-2023 22:30
XXX,XXX,0.620000,Active Import Interval (kW),09-03-2023 22:00
XXX,XXX,0.631000,Active Import Interval (kW),09-03-2023 21:30
