MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
XXXX,XXXX,0.1750,Active Import Interval (kWh),17-06-2024 08:30
XXXX,XXXX,0.0980,Active Export Interval (kWh),17-06-2024 08:30
XXXX,XXXX,0.0690,Active Import Interval (kWh),17-06-2024 08:00
XXXX,XXXX,0.1185,Active Export Interval (kWh),17-06-2024 08:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),17-06-2024 07:30
XXXX,XXXX,0.2030,Active Export Interval (kWh),17-06-2024 07:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),17-06-2024 07:00
XXXX,XXXX,0.1250,Active Export Interval (kWh),17-06-2024 07:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),17-06-2024 06:30
XXXX,XXXX,0.1320,Active Export Interval (kWh),17-06-2024 06:30
XXXX,XXXX,0.0475,Active Import Interval (kWh),17-06-2024 06:00
XXXX,XXXX,0.0065,Active Export Interval (kWh),17-06-2024 06:00
XXXX,XXXX,0.1035,Active Import Interval (kWh),17-06-2024 05:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 05:30
XXXX,XXXX,0.0935,Active Import Interval (kWh),17-06-2024 05:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 05:00
XXXX,XXXX,0.1135,Active Import Interval (kWh),17-06-2024 04:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 04:30
XXXX,XXXX,0.1190,Active Import Interval (kWh),17-06-2024 04:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 04:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 03:30
XXXX,XXXX,0.1300,Active Import Interval (kWh),17-06-2024 03:30
XXXX,XXXX,0.6520,Active Import Interval (kWh),17-06-2024 03:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 03:00
XXXX,XXXX,0.2805,Active Import Interval (kWh),17-06-2024 02:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 02:30
XXXX,XXXX,0.2155,Active Import Interval (kWh),17-06-2024 02:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 02:00
XXXX,XXXX,0.2165,Active Import Interval (kWh),17-06-2024 01:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 01:30
XXXX,XXXX,0.5620,Active Import Interval (kWh),17-06-2024 01:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 01:00
XXXX,XXXX,0.2965,Active Import Interval (kWh),17-06-2024 00:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 00:30
XXXX,XXXX,0.3430,Active Import Interval (kWh),17-06-2024 00:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),17-06-2024 00:00
XXXX,XXXX,0.3270,Active Import Interval (kWh),16-06-2024 23:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 23:30
XXXX,XXXX,0.3625,Active Import Interval (kWh),16-06-2024 23:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 23:00
XXXX,XXXX,0.5065,Active Import Interval (kWh),16-06-2024 22:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 22:30
XXXX,XXXX,0.3780,Active Import Interval (kWh),16-06-2024 22:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 22:00
XXXX,XXXX,0.3065,Active Import Interval (kWh),16-06-2024 21:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 21:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 21:00
XXXX,XXXX,0.2310,Active Import Interval (kWh),16-06-2024 21:00
XXXX,XXXX,0.1615,Active Import Interval (kWh),16-06-2024 20:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 20:30
XXXX,XXXX,0.2815,Active Import Interval (kWh),16-06-2024 20:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 20:00
XXXX,XXXX,0.2235,Active Import Interval (kWh),16-06-2024 19:30
XXXX,XXXX,0.0395,Active Export Interval (kWh),16-06-2024 19:30
XXXX,XXXX,0.1095,Active Import Interval (kWh),16-06-2024 19:00
XXXX,XXXX,0.0335,Active Export Interval (kWh),16-06-2024 19:00
XXXX,XXXX,0.0770,Active Import Interval (kWh),16-06-2024 18:30
XXXX,XXXX,0.0115,Active Export Interval (kWh),16-06-2024 18:30
XXXX,XXXX,0.0090,Active Import Interval (kWh),16-06-2024 18:00
XXXX,XXXX,0.8150,Active Export Interval (kWh),16-06-2024 18:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 17:30
XXXX,XXXX,0.9990,Active Export Interval (kWh),16-06-2024 17:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 17:00
XXXX,XXXX,1.5560,Active Export Interval (kWh),16-06-2024 17:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 16:30
XXXX,XXXX,1.4850,Active Export Interval (kWh),16-06-2024 16:30
XXXX,XXXX,0.0230,Active Import Interval (kWh),16-06-2024 16:00
XXXX,XXXX,1.5365,Active Export Interval (kWh),16-06-2024 16:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 15:30
XXXX,XXXX,1.8380,Active Export Interval (kWh),16-06-2024 15:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 15:00
XXXX,XXXX,1.9515,Active Export Interval (kWh),16-06-2024 15:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 14:30
XXXX,XXXX,0.7170,Active Export Interval (kWh),16-06-2024 14:30
XXXX,XXXX,0.9060,Active Export Interval (kWh),16-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 13:30
XXXX,XXXX,1.9475,Active Export Interval (kWh),16-06-2024 13:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 13:00
XXXX,XXXX,1.8080,Active Export Interval (kWh),16-06-2024 13:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 12:30
XXXX,XXXX,1.6735,Active Export Interval (kWh),16-06-2024 12:30
XXXX,XXXX,0.0565,Active Import Interval (kWh),16-06-2024 12:00
XXXX,XXXX,0.9580,Active Export Interval (kWh),16-06-2024 12:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 11:30
XXXX,XXXX,1.2980,Active Export Interval (kWh),16-06-2024 11:30
XXXX,XXXX,0.0355,Active Import Interval (kWh),16-06-2024 11:00
XXXX,XXXX,1.1505,Active Export Interval (kWh),16-06-2024 11:00
XXXX,XXXX,0.0025,Active Import Interval (kWh),16-06-2024 10:30
XXXX,XXXX,1.1165,Active Export Interval (kWh),16-06-2024 10:30
XXXX,XXXX,0.0245,Active Import Interval (kWh),16-06-2024 10:00
XXXX,XXXX,0.9980,Active Export Interval (kWh),16-06-2024 10:00
XXXX,XXXX,0.0790,Active Import Interval (kWh),16-06-2024 09:30
XXXX,XXXX,0.7585,Active Export Interval (kWh),16-06-2024 09:30
XXXX,XXXX,0.0395,Active Import Interval (kWh),16-06-2024 09:00
XXXX,XXXX,0.4640,Active Export Interval (kWh),16-06-2024 09:00
XXXX,XXXX,0.0055,Active Import Interval (kWh),16-06-2024 08:30
XXXX,XXXX,0.2245,Active Export Interval (kWh),16-06-2024 08:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 08:00
XXXX,XXXX,0.2685,Active Export Interval (kWh),16-06-2024 08:00
XXXX,XXXX,0.2820,Active Export Interval (kWh),16-06-2024 07:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 07:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 07:00
XXXX,XXXX,0.3025,Active Export Interval (kWh),16-06-2024 07:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),16-06-2024 06:30
XXXX,XXXX,0.2030,Active Export Interval (kWh),16-06-2024 06:30
XXXX,XXXX,0.0455,Active Import Interval (kWh),16-06-2024 06:00
XXXX,XXXX,0.0160,Active Export Interval (kWh),16-06-2024 06:00
XXXX,XXXX,0.0930,Active Import Interval (kWh),16-06-2024 05:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 05:30
XXXX,XXXX,0.1100,Active Import Interval (kWh),16-06-2024 05:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 05:00
XXXX,XXXX,0.1180,Active Import Interval (kWh),16-06-2024 04:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 04:30
XXXX,XXXX,0.1210,Active Import Interval (kWh),16-06-2024 04:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 04:00
XXXX,XXXX,0.1250,Active Import Interval (kWh),16-06-2024 03:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 03:30
XXXX,XXXX,0.1075,Active Import Interval (kWh),16-06-2024 03:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 03:00
XXXX,XXXX,0.2550,Active Import Interval (kWh),16-06-2024 02:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 02:30
XXXX,XXXX,0.2535,Active Import Interval (kWh),16-06-2024 02:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 02:00
XXXX,XXXX,0.2695,Active Import Interval (kWh),16-06-2024 01:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 01:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 01:00
XXXX,XXXX,0.2850,Active Import Interval (kWh),16-06-2024 01:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 00:30
XXXX,XXXX,0.3240,Active Import Interval (kWh),16-06-2024 00:30
XXXX,XXXX,0.3635,Active Import Interval (kWh),16-06-2024 00:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),16-06-2024 00:00
XXXX,XXXX,0.3620,Active Import Interval (kWh),15-06-2024 23:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 23:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 23:00
XXXX,XXXX,0.4260,Active Import Interval (kWh),15-06-2024 23:00
XXXX,XXXX,0.4270,Active Import Interval (kWh),15-06-2024 22:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 22:30
XXXX,XXXX,0.3995,Active Import Interval (kWh),15-06-2024 22:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 22:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 21:30
XXXX,XXXX,0.2865,Active Import Interval (kWh),15-06-2024 21:30
XXXX,XXXX,0.0025,Active Export Interval (kWh),15-06-2024 21:00
XXXX,XXXX,0.1780,Active Import Interval (kWh),15-06-2024 21:00
XXXX,XXXX,0.3430,Active Import Interval (kWh),15-06-2024 20:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 20:30
XXXX,XXXX,0.3625,Active Import Interval (kWh),15-06-2024 20:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 20:00
XXXX,XXXX,0.3210,Active Import Interval (kWh),15-06-2024 19:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 19:30
XXXX,XXXX,0.1340,Active Export Interval (kWh),15-06-2024 19:00
XXXX,XXXX,0.1370,Active Import Interval (kWh),15-06-2024 19:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 18:30
XXXX,XXXX,0.7330,Active Export Interval (kWh),15-06-2024 18:30
XXXX,XXXX,0.4830,Active Import Interval (kWh),15-06-2024 18:00
XXXX,XXXX,0.0370,Active Export Interval (kWh),15-06-2024 18:00
XXXX,XXXX,0.1230,Active Export Interval (kWh),15-06-2024 17:30
XXXX,XXXX,0.6975,Active Import Interval (kWh),15-06-2024 17:30
XXXX,XXXX,1.5485,Active Export Interval (kWh),15-06-2024 17:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 17:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 16:30
XXXX,XXXX,1.4425,Active Export Interval (kWh),15-06-2024 16:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 16:00
XXXX,XXXX,1.7005,Active Export Interval (kWh),15-06-2024 16:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 15:30
XXXX,XXXX,0.7095,Active Export Interval (kWh),15-06-2024 15:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 15:00
XXXX,XXXX,1.3590,Active Export Interval (kWh),15-06-2024 15:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 14:30
XXXX,XXXX,1.6580,Active Export Interval (kWh),15-06-2024 14:30
XXXX,XXXX,1.4910,Active Export Interval (kWh),15-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 13:30
XXXX,XXXX,2.1805,Active Export Interval (kWh),15-06-2024 13:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 13:00
XXXX,XXXX,1.7445,Active Export Interval (kWh),15-06-2024 13:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 12:30
XXXX,XXXX,1.0015,Active Export Interval (kWh),15-06-2024 12:30
XXXX,XXXX,0.0080,Active Import Interval (kWh),15-06-2024 12:00
XXXX,XXXX,1.0570,Active Export Interval (kWh),15-06-2024 12:00
XXXX,XXXX,0.8835,Active Export Interval (kWh),15-06-2024 11:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 11:30
XXXX,XXXX,0.2945,Active Export Interval (kWh),15-06-2024 11:00
XXXX,XXXX,0.0165,Active Import Interval (kWh),15-06-2024 11:00
XXXX,XXXX,1.1245,Active Export Interval (kWh),15-06-2024 10:30
XXXX,XXXX,0.0005,Active Import Interval (kWh),15-06-2024 10:30
XXXX,XXXX,0.0020,Active Import Interval (kWh),15-06-2024 10:00
XXXX,XXXX,1.2620,Active Export Interval (kWh),15-06-2024 10:00
XXXX,XXXX,0.3920,Active Export Interval (kWh),15-06-2024 09:30
XXXX,XXXX,0.1170,Active Import Interval (kWh),15-06-2024 09:30
XXXX,XXXX,0.2090,Active Import Interval (kWh),15-06-2024 09:00
XXXX,XXXX,0.2380,Active Export Interval (kWh),15-06-2024 09:00
XXXX,XXXX,0.5765,Active Export Interval (kWh),15-06-2024 08:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 08:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),15-06-2024 08:00
XXXX,XXXX,0.4815,Active Export Interval (kWh),15-06-2024 08:00
XXXX,XXXX,0.3145,Active Export Interval (kWh),15-06-2024 07:30
XXXX,XXXX,0.0025,Active Import Interval (kWh),15-06-2024 07:30
XXXX,XXXX,0.0195,Active Import Interval (kWh),15-06-2024 07:00
XXXX,XXXX,0.0135,Active Export Interval (kWh),15-06-2024 07:00
XXXX,XXXX,0.0830,Active Import Interval (kWh),15-06-2024 06:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 06:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 06:00
XXXX,XXXX,0.0900,Active Import Interval (kWh),15-06-2024 06:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 05:30
XXXX,XXXX,0.1070,Active Import Interval (kWh),15-06-2024 05:30
XXXX,XXXX,0.1065,Active Import Interval (kWh),15-06-2024 05:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 05:00
XXXX,XXXX,0.6270,Active Import Interval (kWh),15-06-2024 04:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 04:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 04:00
XXXX,XXXX,0.1050,Active Import Interval (kWh),15-06-2024 04:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 03:30
XXXX,XXXX,0.1375,Active Import Interval (kWh),15-06-2024 03:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 03:00
XXXX,XXXX,0.1365,Active Import Interval (kWh),15-06-2024 03:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 02:30
XXXX,XXXX,0.5310,Active Import Interval (kWh),15-06-2024 02:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 02:00
XXXX,XXXX,0.2115,Active Import Interval (kWh),15-06-2024 02:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 01:30
XXXX,XXXX,0.2495,Active Import Interval (kWh),15-06-2024 01:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 01:00
XXXX,XXXX,0.3395,Active Import Interval (kWh),15-06-2024 01:00
XXXX,XXXX,0.3690,Active Import Interval (kWh),15-06-2024 00:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 00:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),15-06-2024 00:00
XXXX,XXXX,0.3365,Active Import Interval (kWh),15-06-2024 00:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 23:30
XXXX,XXXX,0.4015,Active Import Interval (kWh),14-06-2024 23:30
XXXX,XXXX,0.4330,Active Import Interval (kWh),14-06-2024 23:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 23:00
XXXX,XXXX,0.4510,Active Import Interval (kWh),14-06-2024 22:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 22:30
XXXX,XXXX,0.5330,Active Import Interval (kWh),14-06-2024 22:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 22:00
XXXX,XXXX,0.7440,Active Import Interval (kWh),14-06-2024 21:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 21:30
XXXX,XXXX,0.6565,Active Import Interval (kWh),14-06-2024 21:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 21:00
XXXX,XXXX,0.5035,Active Import Interval (kWh),14-06-2024 20:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 20:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 20:00
XXXX,XXXX,0.4460,Active Import Interval (kWh),14-06-2024 20:00
XXXX,XXXX,0.3150,Active Import Interval (kWh),14-06-2024 19:30
XXXX,XXXX,0.0405,Active Export Interval (kWh),14-06-2024 19:30
XXXX,XXXX,0.0200,Active Export Interval (kWh),14-06-2024 19:00
XXXX,XXXX,0.5910,Active Import Interval (kWh),14-06-2024 19:00
XXXX,XXXX,0.4085,Active Export Interval (kWh),14-06-2024 18:30
XXXX,XXXX,0.1145,Active Import Interval (kWh),14-06-2024 18:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 18:00
XXXX,XXXX,0.6520,Active Export Interval (kWh),14-06-2024 18:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 17:30
XXXX,XXXX,1.1445,Active Export Interval (kWh),14-06-2024 17:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 17:00
XXXX,XXXX,1.9100,Active Export Interval (kWh),14-06-2024 17:00
XXXX,XXXX,1.5980,Active Export Interval (kWh),14-06-2024 16:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 16:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 16:00
XXXX,XXXX,1.3960,Active Export Interval (kWh),14-06-2024 16:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 15:30
XXXX,XXXX,1.6385,Active Export Interval (kWh),14-06-2024 15:30
XXXX,XXXX,0.9345,Active Export Interval (kWh),14-06-2024 15:00
XXXX,XXXX,0.0545,Active Import Interval (kWh),14-06-2024 15:00
XXXX,XXXX,0.0785,Active Import Interval (kWh),14-06-2024 14:30
XXXX,XXXX,0.2360,Active Export Interval (kWh),14-06-2024 14:30
XXXX,XXXX,1.5480,Active Export Interval (kWh),14-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 14:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 13:30
XXXX,XXXX,2.1960,Active Export Interval (kWh),14-06-2024 13:30
XXXX,XXXX,1.6100,Active Export Interval (kWh),14-06-2024 13:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 13:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 12:30
XXXX,XXXX,0.8890,Active Export Interval (kWh),14-06-2024 12:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 12:00
XXXX,XXXX,2.3620,Active Export Interval (kWh),14-06-2024 12:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 11:30
XXXX,XXXX,1.8520,Active Export Interval (kWh),14-06-2024 11:30
XXXX,XXXX,1.5795,Active Export Interval (kWh),14-06-2024 11:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 11:00
XXXX,XXXX,1.5580,Active Export Interval (kWh),14-06-2024 10:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 10:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 10:00
XXXX,XXXX,1.0550,Active Export Interval (kWh),14-06-2024 10:00
XXXX,XXXX,0.6295,Active Export Interval (kWh),14-06-2024 09:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 09:30
XXXX,XXXX,0.1465,Active Export Interval (kWh),14-06-2024 09:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 09:00
XXXX,XXXX,0.1730,Active Export Interval (kWh),14-06-2024 08:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 08:30
XXXX,XXXX,0.2625,Active Import Interval (kWh),14-06-2024 08:00
XXXX,XXXX,0.0635,Active Export Interval (kWh),14-06-2024 08:00
XXXX,XXXX,0.0370,Active Import Interval (kWh),14-06-2024 07:30
XXXX,XXXX,0.2770,Active Export Interval (kWh),14-06-2024 07:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),14-06-2024 07:00
XXXX,XXXX,0.1230,Active Export Interval (kWh),14-06-2024 07:00
XXXX,XXXX,0.0145,Active Export Interval (kWh),14-06-2024 06:30
XXXX,XXXX,0.0265,Active Import Interval (kWh),14-06-2024 06:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 06:00
XXXX,XXXX,0.0510,Active Import Interval (kWh),14-06-2024 06:00
XXXX,XXXX,0.1000,Active Import Interval (kWh),14-06-2024 05:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 05:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 05:00
XXXX,XXXX,0.1025,Active Import Interval (kWh),14-06-2024 05:00
XXXX,XXXX,0.5440,Active Import Interval (kWh),14-06-2024 04:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 04:30
XXXX,XXXX,0.1165,Active Import Interval (kWh),14-06-2024 04:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 04:00
XXXX,XXXX,0.1245,Active Import Interval (kWh),14-06-2024 03:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 03:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 03:00
XXXX,XXXX,0.1255,Active Import Interval (kWh),14-06-2024 03:00
XXXX,XXXX,0.4435,Active Import Interval (kWh),14-06-2024 02:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 02:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 02:00
XXXX,XXXX,0.1560,Active Import Interval (kWh),14-06-2024 02:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 01:30
XXXX,XXXX,0.1615,Active Import Interval (kWh),14-06-2024 01:30
XXXX,XXXX,0.1775,Active Import Interval (kWh),14-06-2024 01:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 01:00
XXXX,XXXX,0.1880,Active Import Interval (kWh),14-06-2024 00:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 00:30
XXXX,XXXX,0.2085,Active Import Interval (kWh),14-06-2024 00:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),14-06-2024 00:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 23:30
XXXX,XXXX,0.3285,Active Import Interval (kWh),13-06-2024 23:30
XXXX,XXXX,0.3990,Active Import Interval (kWh),13-06-2024 23:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 23:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 22:30
XXXX,XXXX,0.4060,Active Import Interval (kWh),13-06-2024 22:30
XXXX,XXXX,0.3870,Active Import Interval (kWh),13-06-2024 22:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 22:00
XXXX,XXXX,0.3710,Active Import Interval (kWh),13-06-2024 21:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 21:30
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 21:00
XXXX,XXXX,0.3035,Active Import Interval (kWh),13-06-2024 21:00
XXXX,XXXX,0.0000,Active Export Interval (kWh),13-06-2024 20:30
XXXX,XXXX,0.2315,Active Import Interval (kWh),13-06-2024 20:30
XXXX,XXXX,0.0335,Active Export Interval (kWh),13-06-2024 20:00
XXXX,XXXX,0.0245,Active Import Interval (kWh),13-06-2024 20:00
XXXX,XXXX,0.1350,Active Import Interval (kWh),13-06-2024 19:30
XXXX,XXXX,0.0575,Active Export Interval (kWh),13-06-2024 19:30
XXXX,XXXX,0.4390,Active Export Interval (kWh),13-06-2024 19:00
XXXX,XXXX,0.0365,Active Import Interval (kWh),13-06-2024 19:00
XXXX,XXXX,0.0045,Active Import Interval (kWh),13-06-2024 18:30
XXXX,XXXX,0.3170,Active Export Interval (kWh),13-06-2024 18:30
XXXX,XXXX,0.1800,Active Export Interval (kWh),13-06-2024 18:00
XXXX,XXXX,0.0375,Active Import Interval (kWh),13-06-2024 18:00
XXXX,XXXX,0.2815,Active Export Interval (kWh),13-06-2024 17:30
XXXX,XXXX,0.3245,Active Import Interval (kWh),13-06-2024 17:30
XXXX,XXXX,0.0590,Active Import Interval (kWh),13-06-2024 17:00
XXXX,XXXX,0.6365,Active Export Interval (kWh),13-06-2024 17:00
XXXX,XXXX,0.2820,Active Import Interval (kWh),13-06-2024 16:30
XXXX,XXXX,0.3935,Active Export Interval (kWh),13-06-2024 16:30
XXXX,XXXX,0.3580,Active Export Interval (kWh),13-06-2024 16:00
XXXX,XXXX,0.2085,Active Import Interval (kWh),13-06-2024 16:00
XXXX,XXXX,0.0190,Active Import Interval (kWh),13-06-2024 15:30
XXXX,XXXX,0.6070,Active Export Interval (kWh),13-06-2024 15:30
XXXX,XXXX,1.4480,Active Export Interval (kWh),13-06-2024 15:00
XXXX,XXXX,0.0000,Active Import Interval (kWh),13-06-2024 15:00
XXXX,XXXX,1.3935,Active Export Interval (kWh),13-06-2024 14:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),13-06-2024 14:30
XXXX,XXXX,0.0000,Active Import Interval (kWh),13-06-2024 14:00
XXXX,XXXX,1.2765,Active Export Interval (kWh),13-06-2024 14:00
XXXX,XXXX,0.5240,Active Export Interval (kWh),13-06-2024 13:30
XXXX,XXXX,0.0485,Active Import Interval (kWh),13-06-2024 13:30
XXXX,XXXX,0.1210,Active Export Interval (kWh),13-06-2024 13:00
